marker,x_pos,y_pos,z_pos,msec,active
1,0.430659,-0.348275,-0.060587,5.37947,1
1,0.433288,-0.345424,-0.062191,5.375165,1
1,0.435141,-0.34295,-0.060249,5.247351,1
1,0.437855,-0.342113,-0.055607,5.380464,1
1,0.439895,-0.340343,-0.083412,5.375828,1
1,0.442748,-0.338288,-0.071157,5.250331,1
1,0.445351,-0.33631,-0.076408,5.376159,1
1,0.447632,-0.334026,-0.064789,5.376159,1
1,0.449654,-0.331831,-0.067406,5.248344,1
1,0.452473,-0.329346,-0.054621,5.378146,1
1,0.454755,-0.326928,-0.061598,5.375497,1
1,0.457793,-0.324561,-0.070318,5.24702,1
1,0.458696,-0.32242,-0.052408,5.379801,1
1,0.460756,-0.319599,-0.01384,5.375828,1
1,0.463554,-0.317047,-0.027117,5.247351,1
1,0.465271,-0.314781,-0.030489,5.378146,1
1,0.467392,-0.312344,-0.014635,5.376821,1
1,0.46946,-0.309566,-0.020512,5.244702,1
1,0.470734,-0.307034,-0.023399,5.381457,1
1,0.471427,-0.30515,-0.000475,5.375828,1
1,0.471927,-0.302148,0.016104,5.250662,1
1,0.473823,-0.299602,0.005005,5.37649,1
1,0.47392,-0.296362,0.017971,5.375828,1
1,0.474302,-0.293843,0.004023,5.25,1
1,0.476166,-0.291724,-0.011354,5.376821,1
1,0.476535,-0.289374,0.012152,5.377483,1
1,0.477373,-0.286565,0.010336,5.248675,1
1,0.478387,-0.284194,0.009809,5.376159,1
1,0.478918,-0.281326,0.008831,5.375497,1
1,0.480125,-0.278611,0.011974,5.251987,1
1,0.480178,-0.275568,0.012438,5.374503,1
1,0.481105,-0.272617,0.011084,5.376159,1
1,0.482059,-0.270458,0.015692,5.250331,1
1,0.482855,-0.26837,0.04612,5.375497,1
1,0.483838,-0.266276,0.052429,5.377152,1
1,0.484596,-0.264354,0.050528,5.250331,1
1,0.485155,-0.261515,0.043289,5.375497,1
1,0.485797,-0.259299,0.050764,5.375497,1
1,0.486202,-0.256623,0.055201,5.251656,1
1,0.487272,-0.254644,0.040756,5.375497,1
1,0.487727,-0.252016,0.046789,5.376159,1
1,0.488301,-0.250149,0.055405,5.250331,1
1,0.488729,-0.247909,0.062149,5.375497,1
1,0.489144,-0.245698,0.04689,5.376159,1
1,0.48984,-0.244113,0.056179,5.250662,1
1,0.490404,-0.24187,0.051905,5.377152,1
1,0.489836,-0.239821,0.062557,5.375165,1
1,0.490783,-0.236969,0.059118,5.250662,1
1,0.491401,-0.234812,0.049511,5.374503,1
1,0.492266,-0.232126,0.057848,5.373179,1
1,0.492345,-0.230798,0.053341,5.254304,1
1,0.493097,-0.228539,0.052877,5.375165,1
1,0.49433,-0.225685,0.056084,5.376159,1
1,0.49502,-0.223177,0.068544,5.250662,1
1,0.495643,-0.220738,0.080309,5.376159,1
1,0.496222,-0.218469,0.072317,5.372848,1
1,0.496677,-0.216458,0.079912,5.254967,1
1,0.496493,-0.213572,0.08469,5.374503,1
1,0.497066,-0.212537,0.080656,5.372185,1
1,0.497505,-0.210848,0.071287,5.253643,1
1,0.498087,-0.209381,0.085064,5.377815,1
1,0.498603,-0.208016,0.091316,5.372185,1
1,0.499314,-0.206062,0.056379,5.253311,1
1,0.499574,-0.203895,0.044298,5.375165,1
1,0.500086,-0.202102,0.046902,5.372848,1
1,0.50026,-0.200621,0.050158,5.254636,1
1,0.501211,-0.198553,0.054819,5.377152,1
1,0.502092,-0.196337,0.049398,5.370861,1
1,0.501913,-0.19447,0.043289,5.253973,1
1,0.502239,-0.193735,0.046722,5.375828,1
1,0.50304,-0.192356,0.041281,5.372848,1
1,0.504007,-0.19115,0.049107,5.254304,1
1,0.504038,-0.189508,0.066586,5.375165,1
1,0.504158,-0.188275,0.087234,5.373179,1
1,0.504837,-0.186827,0.083134,5.253973,1
1,0.504559,-0.186046,0.091003,5.375828,1
1,0.504954,-0.184812,0.095879,5.369205,1
1,0.505138,-0.1835,0.097584,5.256954,1
1,0.505745,-0.18252,0.099283,5.377152,1
1,0.506016,-0.181481,0.099037,5.374503,1
1,0.50636,-0.179726,0.110346,5.250993,1
1,0.506137,-0.179274,0.11027,5.375828,1
1,0.50638,-0.17878,0.096249,5.377152,1
1,0.507167,-0.177908,0.085957,5.249007,1
1,0.507451,-0.176944,0.091215,5.395033,1
1,0.5075,-0.174678,0.08794,5.369867,1
1,0.508431,-0.174795,0.086927,5.244702,1
1,0.507804,-0.173384,0.081087,5.36457,1
1,0.5093,-0.172327,0.07411,5.370861,1
1,0.508231,-0.171002,0.084705,5.260265,1
1,0.508102,-0.170168,0.078394,5.37649,1
1,0.508471,-0.169334,0.078543,5.374503,1
1,0.508389,-0.167954,0.086679,5.256291,1
1,0.509415,-0.166944,0.097622,5.372848,1
1,0.509624,-0.165553,0.101753,5.387748,1
1,0.508714,-0.164957,0.109028,5.23841,1
1,0.508942,-0.164188,0.112959,5.377152,1
1,0.508984,-0.162879,0.100916,5.372848,1
1,0.509508,-0.16208,0.095242,5.251987,1
1,0.509472,-0.160874,0.100687,5.375165,1
1,0.510079,-0.160181,0.095312,5.37649,1
1,0.509663,-0.160154,0.106321,5.250331,1
1,0.509478,-0.159522,0.085358,5.372848,1
1,0.509252,-0.158636,0.072647,5.378477,1
1,0.509708,-0.157969,0.06897,5.25,1
1,0.509206,-0.157185,0.068926,5.373841,1
1,0.509765,-0.155844,0.063597,5.378808,1
1,0.510724,-0.155052,0.058464,5.250993,1
1,0.510694,-0.154719,0.053719,5.372185,1
1,0.51009,-0.154449,0.057188,5.378146,1
1,0.510073,-0.15369,0.060303,5.251987,1
1,0.510128,-0.153023,0.059345,5.371854,1
1,0.510141,-0.151933,0.08329,5.380133,1
1,0.509972,-0.151265,0.09399,5.250331,1
1,0.510194,-0.151102,0.099804,5.371854,1
1,0.509847,-0.150637,0.107605,5.381788,1
1,0.509611,-0.149574,0.105661,5.248344,1
1,0.510144,-0.148456,0.1078,5.372517,1
1,0.50985,-0.148194,0.11149,5.378808,1
1,0.509677,-0.146731,0.108732,5.251325,1
1,0.509643,-0.145676,0.118952,5.372185,1
1,0.509869,-0.145634,0.124178,5.379139,1
1,0.508967,-0.14472,0.132656,5.250993,1
1,0.509245,-0.144238,0.137472,5.372185,1
1,0.509139,-0.143357,0.150902,5.380464,1
1,0.509097,-0.143241,0.161324,5.249338,1
1,0.509275,-0.141822,0.158298,5.380133,1
1,0.509618,-0.14082,0.169331,5.372185,1
1,0.509576,-0.139735,0.157597,5.250993,1
1,0.509361,-0.139785,0.157925,5.381457,1
1,0.509552,-0.139398,0.152063,5.369536,1
1,0.509317,-0.138723,0.136383,5.252318,1
1,0.509154,-0.138017,0.12241,5.374172,1
1,0.508577,-0.136458,0.121141,5.37649,1
1,0.509297,-0.135577,0.123951,5.251325,1
1,0.509205,-0.134359,0.111084,5.374503,1
1,0.509022,-0.134006,0.104666,5.378477,1
1,0.50859,-0.133256,0.110479,5.249669,1
1,0.508505,-0.131991,0.117886,5.375165,1
1,0.508484,-0.130143,0.108757,5.375165,1
1,0.509246,-0.129965,0.106709,5.250993,1
1,0.508301,-0.129004,0.099003,5.375828,1
1,0.507685,-0.127846,0.104183,5.34404,1
1,0.50745,-0.126637,0.093552,5.295033,1
1,0.507668,-0.125791,0.093643,5.35596,1
1,0.50746,-0.124234,0.096567,5.375828,1
1,0.507868,-0.123077,0.096731,5.250993,1
1,0.507701,-0.121844,0.092234,5.375828,1
1,0.506519,-0.12,0.099659,5.374172,1
1,0.50654,-0.119007,0.100832,5.251987,1
1,0.505382,-0.118406,0.105263,5.375165,1
1,0.505922,-0.116329,0.113548,5.376821,1
1,0.506062,-0.114676,0.111334,5.249338,1
1,0.506221,-0.112632,0.10774,5.375165,1
1,0.50591,-0.111047,0.110746,5.40298,1
1,0.504498,-0.109282,0.109533,5.239735,1
1,0.503898,-0.107993,0.115723,5.381457,1
1,0.503116,-0.106245,0.108433,5.375165,1
1,0.502209,-0.103896,0.1141,5.243378,1
1,0.502984,-0.103189,0.114738,5.367881,1
1,0.502863,-0.101372,0.111668,5.405298,1
1,0.501748,-0.099571,0.165941,5.245364,1
1,0.500872,-0.096973,0.156458,5.359272,1
1,0.500884,-0.094802,0.156624,5.372517,1
1,0.499529,-0.093379,0.162863,5.262252,1
1,0.499186,-0.091644,0.166815,5.377815,1
1,0.498561,-0.089261,0.16643,5.374503,1
1,0.497175,-0.084619,0.175745,10.622848,1
1,0.496474,-0.0824,0.17469,5.380133,1
1,0.49555,-0.0799,0.163246,5.245696,1
1,0.495205,-0.07789,0.131296,5.38808,1
1,0.495182,-0.074793,0.104097,5.367881,1
1,0.493702,-0.072483,0.112701,5.24702,1
1,0.492333,-0.071,0.126175,5.38245,1
1,0.492204,-0.067473,0.109486,5.37351,1
1,0.491671,-0.065576,0.116943,5.249007,1
1,0.490792,-0.062427,0.113361,5.377152,1
1,0.489196,-0.05977,0.111155,5.375828,1
1,0.488373,-0.057175,0.103033,5.249007,1
1,0.487765,-0.053912,0.101772,5.358278,1
1,0.487018,-0.050842,0.104788,5.373841,1
1,0.485767,-0.048839,0.113779,5.251325,1
1,0.484623,-0.045861,0.119608,5.37649,1
1,0.483681,-0.042232,0.104448,5.375165,1
1,0.483347,-0.038993,0.099386,5.251987,1
1,0.481288,-0.035674,0.090971,5.374503,1
1,0.48042,-0.033154,0.098162,5.375497,1
1,0.479505,-0.030416,0.096909,5.251656,1
1,0.478578,-0.027704,0.096769,5.37649,1
1,0.477157,-0.0238,0.064827,5.374503,1
1,0.475756,-0.019927,0.054493,5.250662,1
1,0.47302,-0.013649,0.04409,10.746689,1
1,0.472304,-0.009834,0.043423,5.26457,1
1,0.470966,-0.00653,0.033569,5.366888,1
1,0.469552,-0.003173,0.036228,5.377152,1
1,0.467912,-0.000569,0.054119,5.249007,1
1,0.466642,0.004449,0.029715,5.37649,1
1,0.464705,0.007594,0.026573,5.377483,1
1,0.462845,0.010812,0.068363,5.248675,1
1,0.46017,0.014019,0.075521,5.37649,1
1,0.458055,0.018205,0.069822,5.375497,1
1,0.455758,0.021292,0.066959,5.254636,1
1,0.453563,0.02566,0.067884,5.373179,1
1,0.451405,0.029045,0.081535,5.371854,1
1,0.448787,0.032334,0.068171,5.254967,1
1,0.446012,0.036687,0.069883,5.374172,1
1,0.443769,0.040901,0.050262,5.372848,1
1,0.44066,0.04439,0.051277,5.253973,1
1,0.437534,0.049064,0.006512,5.376821,1
1,0.434838,0.052228,-0.000792,5.375497,1
1,0.431087,0.055601,-0.001867,5.374503,1
1,0.427535,0.059249,-0.009605,5.251325,1
1,0.424185,0.062973,0.004015,5.37649,1
1,0.419833,0.067606,-0.016336,5.250993,1
1,0.416675,0.071988,-0.015238,5.374835,1
1,0.412801,0.075965,-0.029881,5.375828,1
1,0.40863,0.079316,-0.033392,5.252318,1
1,0.404279,0.083296,-0.036118,5.375165,1
1,0.400047,0.088039,-0.004663,5.375497,1
1,0.395123,0.091377,0.004154,5.250662,1
1,0.391091,0.094697,0.007715,5.376821,1
1,0.386361,0.098893,-0.008247,5.376159,1
1,0.382374,0.102079,-0.011061,5.250331,1
1,0.377522,0.106131,-0.016676,5.374172,1
1,0.371358,0.109656,-0.015623,5.373841,1
1,0.366865,0.113295,-0.017071,5.254636,1
1,0.361669,0.117116,-0.017,5.374835,1
1,0.355923,0.120771,-0.019827,5.372848,1
1,0.350931,0.124376,-0.067804,5.253643,1
1,0.346016,0.127706,-0.078953,5.375828,1
1,0.340415,0.131376,-0.093006,5.37351,1
1,0.33414,0.135446,-0.096874,5.253643,1
1,0.327446,0.138947,-0.094631,5.374172,1
1,0.321365,0.14309,-0.116425,5.378808,1
1,0.316383,0.14571,-0.086023,5.250662,1
1,0.310647,0.150347,-0.113121,5.374835,1
1,0.304275,0.153685,-0.113949,5.376159,1
1,0.298068,0.157311,-0.127764,5.25,1
1,0.29093,0.159442,-0.079435,5.37649,1
1,0.284684,0.162924,-0.06986,5.381457,1
1,0.277277,0.167308,-0.081102,5.244371,1
1,0.271652,0.170763,-0.089411,5.375165,1
1,0.264897,0.173466,-0.074808,5.379801,1
1,0.258364,0.177684,-0.094254,5.260927,1
1,0.252105,0.180529,-0.087141,5.371192,1
1,0.245285,0.182972,-0.065466,5.374503,1
1,0.240415,0.186615,-0.085936,5.256291,1
1,0.233265,0.190522,-0.07814,5.373179,1
1,0.227258,0.193696,-0.082655,5.373179,1
1,0.220258,0.197231,-0.081688,5.253311,1
1,0.213967,0.200839,-0.083565,5.372848,1
1,0.207216,0.204137,-0.082504,5.374172,1
1,0.201243,0.206774,-0.078915,5.246689,1
1,0.194823,0.209508,-0.073692,5.374503,1
1,0.187864,0.213047,-0.083481,5.389073,1
1,0.181591,0.215737,-0.073511,5.248344,1
1,0.174989,0.218123,-0.073994,5.374172,1
1,0.169088,0.222625,-0.108658,5.37649,1
1,0.161825,0.226152,-0.118536,5.247682,1
1,0.155195,0.227793,-0.083139,5.377152,1
1,0.148452,0.231736,-0.115017,5.378477,1
1,0.142279,0.234243,-0.122934,5.249338,1
1,0.135741,0.236599,-0.121161,5.37649,1
1,0.12863,0.239014,-0.114567,5.373179,1
1,0.122292,0.240205,-0.097082,5.25298,1
1,0.115194,0.24345,-0.118315,5.371192,1
1,0.109105,0.245285,-0.116697,5.378146,1
1,0.102133,0.24489,-0.08605,5.250993,1
1,0.096268,0.245687,-0.077621,5.378146,1
1,0.090449,0.247641,-0.071112,5.377815,1
1,0.082515,0.248863,-0.067047,5.247682,1
1,0.076903,0.251087,-0.085695,5.371854,1
1,0.070719,0.251749,-0.078615,5.382119,1
1,0.064578,0.252708,-0.058538,5.247682,1
1,0.059458,0.252434,-0.049599,5.373841,1
1,0.054088,0.253554,-0.055477,5.378477,1
1,0.048972,0.253915,-0.047384,5.249338,1
1,0.043223,0.255466,-0.080046,5.37649,1
1,0.037703,0.25477,-0.066444,5.376821,1